#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
H4C2	H4C9	9606.ENSP00000366974	9606.ENSP00000481486	0	0	0.049	0.983	0.393	0.900	0.540	0.381	0.980
H4C2	H3C6	9606.ENSP00000366974	9606.ENSP00000489282	0	0.069	0	0	0.162	0.915	0	0.736	0.980
H4C2	H4C3	9606.ENSP00000366974	9606.ENSP00000367034	0	0	0.049	0.983	0.419	0.900	0.540	0.374	0.981
H4C2	H4C4	9606.ENSP00000366974	9606.ENSP00000479461	0	0	0.049	0.983	0.478	0.900	0.540	0.381	0.983
H4C2	H3C8	9606.ENSP00000366974	9606.ENSP00000484638	0	0.069	0	0	0.341	0.915	0	0.793	0.987
H4C2	H3C4	9606.ENSP00000366974	9606.ENSP00000366999	0	0.069	0	0	0.327	0.915	0	0.783	0.987
H4C2	H3C3	9606.ENSP00000366974	9606.ENSP00000484658	0	0.069	0	0	0.459	0.915	0	0.734	0.987
H4C2	H4C5	9606.ENSP00000366974	9606.ENSP00000484789	0	0	0.049	0.983	0.640	0.900	0.540	0.374	0.988
H4C2	H3C7	9606.ENSP00000366974	9606.ENSP00000484095	0	0.069	0	0	0.495	0.915	0	0.781	0.990
H4C2	H3C2	9606.ENSP00000366974	9606.ENSP00000484841	0	0.069	0	0	0.486	0.915	0	0.784	0.990
H4C2	H3C11	9606.ENSP00000366974	9606.ENSP00000483283	0	0.069	0	0	0.560	0.915	0	0.782	0.991
H4C2	H4C13	9606.ENSP00000366974	9606.ENSP00000480960	0	0	0.049	0.983	0.778	0.900	0.540	0.374	0.992
H4C2	H3C1	9606.ENSP00000366974	9606.ENSP00000480826	0	0.069	0	0	0.608	0.915	0	0.784	0.992
H4C3	H4C6	9606.ENSP00000367034	9606.ENSP00000244537	0	0	0.049	0.983	0.099	0.900	0.540	0.374	0.970
H4C3	H3-3B	9606.ENSP00000367034	9606.ENSP00000254810	0	0.084	0	0	0.152	0.915	0	0.169	0.938
H4C3	H2AZ2	9606.ENSP00000367034	9606.ENSP00000308405	0	0	0	0	0.088	0.933	0	0.298	0.953
H4C3	RUVBL1	9606.ENSP00000367034	9606.ENSP00000318297	0	0	0	0	0.043	0.851	0	0.134	0.866
H4C3	H4C11	9606.ENSP00000367034	9606.ENSP00000347168	0	0	0.049	0.983	0.120	0.900	0.540	0	0.956
H4C3	H3C12	9606.ENSP00000367034	9606.ENSP00000352252	0	0.069	0	0	0.219	0.915	0	0.659	0.976
H4C3	H3-3A	9606.ENSP00000367034	9606.ENSP00000355780	0	0.084	0	0	0.165	0.915	0	0.266	0.946
H4C3	H3C10	9606.ENSP00000367034	9606.ENSP00000358160	0	0.069	0	0	0.169	0.915	0	0.771	0.983
H4C3	H4C2	9606.ENSP00000367034	9606.ENSP00000366974	0	0	0.049	0.983	0.419	0.900	0.540	0.374	0.981
H4C3	H3C4	9606.ENSP00000367034	9606.ENSP00000366999	0	0.069	0	0	0.168	0.915	0	0.771	0.983
H4C3	RUVBL2	9606.ENSP00000367034	9606.ENSP00000473172	0	0	0	0	0.053	0.853	0	0.110	0.865
H4C3	ACTB	9606.ENSP00000367034	9606.ENSP00000494750	0	0	0	0	0.061	0.820	0	0.457	0.900
H4C3	H4C12	9606.ENSP00000367034	9606.ENSP00000479794	0	0	0.049	0.983	0	0.900	0.540	0	0.952
H4C3	H4C14	9606.ENSP00000367034	9606.ENSP00000462667	0	0	0.049	0.983	0.067	0.900	0.540	0	0.953
H4C3	H4C15	9606.ENSP00000367034	9606.ENSP00000462355	0	0	0.049	0.983	0.060	0.900	0.540	0	0.953
H4C3	H4C9	9606.ENSP00000367034	9606.ENSP00000481486	0	0	0.049	0.983	0.064	0.900	0.540	0	0.953
H4C3	H4C8	9606.ENSP00000367034	9606.ENSP00000489236	0	0	0.049	0.983	0.074	0.900	0.540	0	0.954
H4C3	H2AX	9606.ENSP00000367034	9606.ENSP00000434024	0	0.026	0	0	0.240	0.915	0	0.372	0.955
H4C3	H4C4	9606.ENSP00000367034	9606.ENSP00000479461	0	0	0.049	0.983	0.127	0.900	0.540	0	0.956
H4C3	H4C1	9606.ENSP00000367034	9606.ENSP00000479106	0	0	0.049	0.983	0.129	0.900	0.540	0	0.956
H4C3	H4C5	9606.ENSP00000367034	9606.ENSP00000484789	0	0	0.049	0.983	0.146	0.900	0.540	0	0.957
H4C3	H4C13	9606.ENSP00000367034	9606.ENSP00000480960	0	0	0.049	0.983	0.253	0.900	0.540	0	0.962
H4C3	H3C6	9606.ENSP00000367034	9606.ENSP00000489282	0	0.069	0	0	0.146	0.915	0	0.715	0.978
H4C3	H3C3	9606.ENSP00000367034	9606.ENSP00000484658	0	0.069	0	0	0.213	0.915	0	0.715	0.980
H4C3	H3C1	9606.ENSP00000367034	9606.ENSP00000480826	0	0.069	0	0	0.206	0.915	0	0.772	0.983
H4C3	H3C8	9606.ENSP00000367034	9606.ENSP00000484638	0	0.069	0	0	0.184	0.915	0	0.774	0.983
H4C3	H3C11	9606.ENSP00000367034	9606.ENSP00000483283	0	0.069	0	0	0.216	0.915	0	0.769	0.983
H4C3	H3C7	9606.ENSP00000367034	9606.ENSP00000484095	0	0.069	0	0	0.219	0.915	0	0.768	0.983
H4C3	H3C2	9606.ENSP00000367034	9606.ENSP00000484841	0	0.069	0	0	0.267	0.915	0	0.789	0.986
H4C4	H4C6	9606.ENSP00000479461	9606.ENSP00000244537	0	0	0.049	0.983	0.455	0.900	0.540	0.377	0.982
H4C4	H3-3B	9606.ENSP00000479461	9606.ENSP00000254810	0	0.084	0	0	0.146	0.915	0	0.181	0.938
H4C4	H2AZ2	9606.ENSP00000479461	9606.ENSP00000308405	0	0	0	0	0.074	0.933	0	0.279	0.951
H4C4	RUVBL1	9606.ENSP00000479461	9606.ENSP00000318297	0	0	0	0	0	0.851	0	0.104	0.861
H4C4	H4C11	9606.ENSP00000479461	9606.ENSP00000347168	0	0	0.049	0.983	0.311	0.900	0.540	0	0.965
H4C4	H3C12	9606.ENSP00000479461	9606.ENSP00000352252	0	0.069	0	0	0.339	0.915	0	0.676	0.980
H4C4	H3-3A	9606.ENSP00000479461	9606.ENSP00000355780	0	0.084	0	0	0.146	0.915	0	0.218	0.941
H4C4	H3C10	9606.ENSP00000479461	9606.ENSP00000358160	0	0.069	0	0	0.336	0.915	0	0.770	0.986
H4C4	H4C2	9606.ENSP00000479461	9606.ENSP00000366974	0	0	0.049	0.983	0.478	0.900	0.540	0.381	0.983
H4C4	H3C4	9606.ENSP00000479461	9606.ENSP00000366999	0	0.069	0	0	0.664	0.915	0	0.775	0.993
H4C4	H4C3	9606.ENSP00000479461	9606.ENSP00000367034	0	0	0.049	0.983	0.127	0.900	0.540	0	0.956
H4C4	H2AX	9606.ENSP00000479461	9606.ENSP00000434024	0	0.026	0	0	0.205	0.915	0	0.366	0.953
H4C4	H4C15	9606.ENSP00000479461	9606.ENSP00000462355	0	0	0.049	0.983	0	0.900	0.540	0	0.952
H4C4	H4C14	9606.ENSP00000479461	9606.ENSP00000462667	0	0	0.049	0.983	0.138	0.900	0.540	0	0.957
H4C4	RUVBL2	9606.ENSP00000479461	9606.ENSP00000473172	0	0	0	0	0	0.853	0	0.117	0.865
H4C4	H4C1	9606.ENSP00000479461	9606.ENSP00000479106	0	0	0.049	0.983	0.244	0.900	0.540	0	0.962
H4C4	ACTB	9606.ENSP00000479461	9606.ENSP00000494750	0	0	0	0	0.054	0.820	0	0.458	0.900
H4C4	H4C12	9606.ENSP00000479461	9606.ENSP00000479794	0	0	0.049	0.983	0	0.900	0.540	0.053	0.953
H4C4	H4C9	9606.ENSP00000479461	9606.ENSP00000481486	0	0	0.049	0.983	0.261	0.900	0.540	0	0.963
H4C4	H4C8	9606.ENSP00000479461	9606.ENSP00000489236	0	0	0.049	0.983	0.257	0.900	0.540	0	0.963
H4C4	H4C13	9606.ENSP00000479461	9606.ENSP00000480960	0	0	0.049	0.983	0.430	0.900	0.540	0	0.971
H4C4	H4C5	9606.ENSP00000479461	9606.ENSP00000484789	0	0	0.049	0.983	0.521	0.900	0.540	0	0.976
H4C4	H3C6	9606.ENSP00000479461	9606.ENSP00000489282	0	0.069	0	0	0.173	0.915	0	0.715	0.979
H4C4	H3C3	9606.ENSP00000479461	9606.ENSP00000484658	0	0.069	0	0	0.272	0.915	0	0.723	0.982
H4C4	H3C11	9606.ENSP00000479461	9606.ENSP00000483283	0	0.069	0	0	0.339	0.915	0	0.781	0.987
H4C4	H3C8	9606.ENSP00000479461	9606.ENSP00000484638	0	0.069	0	0	0.335	0.915	0	0.781	0.987
H4C4	H3C1	9606.ENSP00000479461	9606.ENSP00000480826	0	0.069	0	0	0.333	0.915	0	0.781	0.987
H4C4	H3C7	9606.ENSP00000479461	9606.ENSP00000484095	0	0.069	0	0	0.495	0.915	0	0.774	0.989
H4C4	H3C2	9606.ENSP00000479461	9606.ENSP00000484841	0	0.069	0	0	0.503	0.915	0	0.789	0.990
H4C5	H4C6	9606.ENSP00000484789	9606.ENSP00000244537	0	0	0.049	0.983	0.411	0.900	0.540	0.377	0.981
H4C5	H3-3B	9606.ENSP00000484789	9606.ENSP00000254810	0	0.084	0	0	0.146	0.915	0	0.180	0.938
H4C5	H2AZ2	9606.ENSP00000484789	9606.ENSP00000308405	0	0	0	0	0.074	0.933	0	0.250	0.949
H4C5	RUVBL1	9606.ENSP00000484789	9606.ENSP00000318297	0	0	0	0	0	0.851	0	0.107	0.862
H4C5	H4C11	9606.ENSP00000484789	9606.ENSP00000347168	0	0	0.049	0.983	0.305	0.900	0.540	0.055	0.966
H4C5	H3C12	9606.ENSP00000484789	9606.ENSP00000352252	0	0.069	0	0	0.257	0.915	0	0.674	0.978
H4C5	H3-3A	9606.ENSP00000484789	9606.ENSP00000355780	0	0.084	0	0	0.146	0.915	0	0.229	0.942
H4C5	H3C10	9606.ENSP00000484789	9606.ENSP00000358160	0	0.069	0	0	0.410	0.915	0	0.781	0.988
H4C5	H4C2	9606.ENSP00000484789	9606.ENSP00000366974	0	0	0.049	0.983	0.640	0.900	0.540	0.374	0.988
H4C5	H3C4	9606.ENSP00000484789	9606.ENSP00000366999	0	0.069	0	0	0.584	0.915	0	0.783	0.991
H4C5	H4C3	9606.ENSP00000484789	9606.ENSP00000367034	0	0	0.049	0.983	0.146	0.900	0.540	0	0.957
H4C5	H2AX	9606.ENSP00000484789	9606.ENSP00000434024	0	0.026	0	0	0.199	0.915	0	0.347	0.951
H4C5	H4C15	9606.ENSP00000484789	9606.ENSP00000462355	0	0	0.049	0.983	0.064	0.900	0.540	0	0.953
H4C5	H4C14	9606.ENSP00000484789	9606.ENSP00000462667	0	0	0.049	0.983	0.400	0.900	0.540	0	0.970
H4C5	RUVBL2	9606.ENSP00000484789	9606.ENSP00000473172	0	0	0	0	0	0.853	0	0.120	0.865
H4C5	H4C1	9606.ENSP00000484789	9606.ENSP00000479106	0	0	0.049	0.983	0.149	0.900	0.540	0	0.957
H4C5	H4C4	9606.ENSP00000484789	9606.ENSP00000479461	0	0	0.049	0.983	0.521	0.900	0.540	0	0.976
H4C5	H4C12	9606.ENSP00000484789	9606.ENSP00000479794	0	0	0.049	0.983	0	0.900	0.540	0	0.952
H4C5	H3C1	9606.ENSP00000484789	9606.ENSP00000480826	0	0.069	0	0	0.406	0.915	0	0.792	0.989
H4C5	H4C13	9606.ENSP00000484789	9606.ENSP00000480960	0	0	0.049	0.983	0.257	0.900	0.540	0	0.963
H4C5	H4C9	9606.ENSP00000484789	9606.ENSP00000481486	0	0	0.049	0.983	0.267	0.900	0.540	0	0.963
H4C5	H3C11	9606.ENSP00000484789	9606.ENSP00000483283	0	0.069	0	0	0.376	0.915	0	0.783	0.987
H4C5	H3C7	9606.ENSP00000484789	9606.ENSP00000484095	0	0.069	0	0	0.670	0.915	0	0.782	0.993
H4C5	H3C8	9606.ENSP00000484789	9606.ENSP00000484638	0	0.069	0	0	0.355	0.915	0	0.799	0.988
H4C5	H3C3	9606.ENSP00000484789	9606.ENSP00000484658	0	0.069	0	0	0.292	0.915	0	0.736	0.983
H4C5	ACTB	9606.ENSP00000484789	9606.ENSP00000494750	0	0	0	0	0.054	0.820	0	0.461	0.900
H4C5	H3C6	9606.ENSP00000484789	9606.ENSP00000489282	0	0.069	0	0	0.173	0.915	0	0.734	0.980
H4C5	H4C8	9606.ENSP00000484789	9606.ENSP00000489236	0	0	0.049	0.983	0.762	0.900	0.540	0	0.988
H4C5	H3C2	9606.ENSP00000484789	9606.ENSP00000484841	0	0.069	0	0	0.455	0.915	0	0.794	0.990
H4C6	RAN	9606.ENSP00000244537	9606.ENSP00000446215	0	0	0	0	0.065	0.399	0.500	0.138	0.725
H4C6	H3-3A	9606.ENSP00000244537	9606.ENSP00000355780	0	0.084	0	0	0.146	0.915	0	0.303	0.947
H4C6	H4C15	9606.ENSP00000244537	9606.ENSP00000462355	0	0	0.049	0.983	0	0.900	0.540	0.374	0.968
H4C6	H4C12	9606.ENSP00000244537	9606.ENSP00000479794	0	0	0.049	0.983	0	0.900	0.540	0.377	0.969
H4C6	H4C3	9606.ENSP00000244537	9606.ENSP00000367034	0	0	0.049	0.983	0.099	0.900	0.540	0.374	0.970
H4C6	H4C14	9606.ENSP00000244537	9606.ENSP00000462667	0	0	0.049	0.983	0.074	0.900	0.540	0.374	0.970
H4C6	H4C1	9606.ENSP00000244537	9606.ENSP00000479106	0	0	0.049	0.983	0.120	0.900	0.540	0.379	0.971
H4C6	RUVBL2	9606.ENSP00000244537	9606.ENSP00000473172	0	0	0	0	0.055	0.911	0.400	0.517	0.972
H4C6	ACTB	9606.ENSP00000244537	9606.ENSP00000494750	0	0	0	0	0.054	0.867	0.400	0.690	0.973
H4C6	RUVBL1	9606.ENSP00000244537	9606.ENSP00000318297	0	0	0	0	0.058	0.890	0.500	0.560	0.974
H4C6	H4C8	9606.ENSP00000244537	9606.ENSP00000489236	0	0	0.049	0.983	0.247	0.900	0.540	0.374	0.975
H4C6	H3C10	9606.ENSP00000244537	9606.ENSP00000358160	0	0.069	0	0	0.242	0.915	0	0.672	0.977
H4C6	H4C11	9606.ENSP00000244537	9606.ENSP00000347168	0	0	0.049	0.983	0.402	0.900	0.540	0.377	0.980
H4C6	H3C8	9606.ENSP00000244537	9606.ENSP00000484638	0	0.069	0	0	0.297	0.915	0	0.680	0.980
H4C6	NPM1	9606.ENSP00000244537	9606.ENSP00000296930	0	0	0	0	0.075	0.796	0.500	0.813	0.980
H4C6	H3C6	9606.ENSP00000244537	9606.ENSP00000489282	0	0.069	0	0	0.146	0.915	0	0.751	0.981
H4C6	H4C5	9606.ENSP00000244537	9606.ENSP00000484789	0	0	0.049	0.983	0.411	0.900	0.540	0.377	0.981
H4C6	H4C13	9606.ENSP00000244537	9606.ENSP00000480960	0	0	0.049	0.983	0.431	0.900	0.540	0.377	0.981
H4C6	H3C7	9606.ENSP00000244537	9606.ENSP00000484095	0	0.069	0	0	0.403	0.915	0	0.672	0.982
H4C6	H4C4	9606.ENSP00000244537	9606.ENSP00000479461	0	0	0.049	0.983	0.455	0.900	0.540	0.377	0.982
H4C6	H4C2	9606.ENSP00000244537	9606.ENSP00000366974	0	0	0.049	0.983	0.457	0.900	0.540	0.422	0.983
H4C6	H4C9	9606.ENSP00000244537	9606.ENSP00000481486	0	0	0.049	0.983	0.477	0.900	0.540	0.437	0.984
H4C6	H3C11	9606.ENSP00000244537	9606.ENSP00000483283	0	0.069	0	0	0.471	0.915	0	0.682	0.985
H4C6	H3C4	9606.ENSP00000244537	9606.ENSP00000366999	0	0.069	0	0	0.339	0.937	0	0.681	0.986
H4C6	H3C2	9606.ENSP00000244537	9606.ENSP00000484841	0	0.069	0	0	0.409	0.937	0	0.696	0.988
H4C6	H3C3	9606.ENSP00000244537	9606.ENSP00000484658	0	0.069	0	0	0.331	0.915	0	0.832	0.990
H4C6	H2AZ2	9606.ENSP00000244537	9606.ENSP00000308405	0	0	0	0	0.674	0.950	0.500	0.455	0.995
H4C6	H3C1	9606.ENSP00000244537	9606.ENSP00000480826	0	0.069	0	0	0.340	0.986	0	0.679	0.997
H4C6	H2AX	9606.ENSP00000244537	9606.ENSP00000434024	0	0.026	0	0	0.204	0.984	0.800	0.596	0.998
H4C6	H3-3B	9606.ENSP00000244537	9606.ENSP00000254810	0	0.084	0	0	0.232	0.988	0.800	0.998	0.999
H4C6	H3C12	9606.ENSP00000244537	9606.ENSP00000352252	0	0.069	0	0	0.788	0.989	0.800	0.998	0.999
H4C8	H4C6	9606.ENSP00000489236	9606.ENSP00000244537	0	0	0.049	0.983	0.247	0.900	0.540	0.374	0.975
H4C8	H3-3B	9606.ENSP00000489236	9606.ENSP00000254810	0	0.084	0	0	0.146	0.915	0	0.149	0.936
H4C8	H2AZ2	9606.ENSP00000489236	9606.ENSP00000308405	0	0	0	0	0.074	0.933	0	0.260	0.950
H4C8	RUVBL1	9606.ENSP00000489236	9606.ENSP00000318297	0	0	0	0	0.042	0.851	0	0.111	0.862
H4C8	H4C11	9606.ENSP00000489236	9606.ENSP00000347168	0	0	0.049	0.983	0.109	0.900	0.540	0	0.955
H4C8	H3C12	9606.ENSP00000489236	9606.ENSP00000352252	0	0.069	0	0	0.198	0.915	0	0.659	0.975
H4C8	H3-3A	9606.ENSP00000489236	9606.ENSP00000355780	0	0.084	0	0	0.146	0.915	0	0.202	0.940
H4C8	H3C10	9606.ENSP00000489236	9606.ENSP00000358160	0	0.069	0	0	0.790	0.915	0	0.781	0.995
H4C8	H4C2	9606.ENSP00000489236	9606.ENSP00000366974	0	0	0.049	0.983	0.169	0.900	0.540	0.374	0.973
H4C8	H3C4	9606.ENSP00000489236	9606.ENSP00000366999	0	0.069	0	0	0.666	0.915	0	0.781	0.993
H4C8	H4C3	9606.ENSP00000489236	9606.ENSP00000367034	0	0	0.049	0.983	0.074	0.900	0.540	0	0.954
H4C8	H2AX	9606.ENSP00000489236	9606.ENSP00000434024	0	0.026	0	0	0.199	0.915	0	0.335	0.950
H4C8	H4C15	9606.ENSP00000489236	9606.ENSP00000462355	0	0	0.049	0.983	0.072	0.900	0.540	0	0.953
H4C8	H4C14	9606.ENSP00000489236	9606.ENSP00000462667	0	0	0.049	0.983	0.623	0.900	0.540	0	0.981
H4C8	RUVBL2	9606.ENSP00000489236	9606.ENSP00000473172	0	0	0	0	0	0.853	0	0.122	0.866
H4C8	H4C1	9606.ENSP00000489236	9606.ENSP00000479106	0	0	0.049	0.983	0.099	0.900	0.540	0	0.955
H4C8	H4C4	9606.ENSP00000489236	9606.ENSP00000479461	0	0	0.049	0.983	0.257	0.900	0.540	0	0.963
H4C8	H4C12	9606.ENSP00000489236	9606.ENSP00000479794	0	0	0.049	0.983	0	0.900	0.540	0	0.952
H4C8	H3C1	9606.ENSP00000489236	9606.ENSP00000480826	0	0.069	0	0	0.231	0.915	0	0.794	0.985
H4C8	H4C13	9606.ENSP00000489236	9606.ENSP00000480960	0	0	0.049	0.983	0.086	0.900	0.540	0	0.954
H4C8	H4C9	9606.ENSP00000489236	9606.ENSP00000481486	0	0	0.049	0.983	0.137	0.900	0.540	0	0.957
H4C8	H3C11	9606.ENSP00000489236	9606.ENSP00000483283	0	0.069	0	0	0.184	0.915	0	0.783	0.984
H4C8	H3C7	9606.ENSP00000489236	9606.ENSP00000484095	0	0.069	0	0	0.510	0.915	0	0.783	0.990
H4C8	H3C8	9606.ENSP00000489236	9606.ENSP00000484638	0	0.069	0	0	0.325	0.915	0	0.805	0.988
H4C8	H3C3	9606.ENSP00000489236	9606.ENSP00000484658	0	0.069	0	0	0.204	0.915	0	0.736	0.981
H4C8	H4C5	9606.ENSP00000489236	9606.ENSP00000484789	0	0	0.049	0.983	0.762	0.900	0.540	0	0.988
H4C8	H3C2	9606.ENSP00000489236	9606.ENSP00000484841	0	0.069	0	0	0.235	0.915	0	0.790	0.985
H4C8	ACTB	9606.ENSP00000489236	9606.ENSP00000494750	0	0	0	0	0.054	0.820	0	0.457	0.899
H4C8	H3C6	9606.ENSP00000489236	9606.ENSP00000489282	0	0.069	0	0	0.175	0.915	0	0.735	0.980
H4C9	H4C6	9606.ENSP00000481486	9606.ENSP00000244537	0	0	0.049	0.983	0.477	0.900	0.540	0.437	0.984
H4C9	H3-3B	9606.ENSP00000481486	9606.ENSP00000254810	0	0.084	0	0	0.146	0.915	0	0.160	0.937
H4C9	H2AZ2	9606.ENSP00000481486	9606.ENSP00000308405	0	0	0	0	0.074	0.933	0	0.257	0.950
H4C9	RUVBL1	9606.ENSP00000481486	9606.ENSP00000318297	0	0	0	0	0	0.851	0	0.111	0.862
H4C9	H4C11	9606.ENSP00000481486	9606.ENSP00000347168	0	0	0.049	0.983	0.250	0.900	0.540	0	0.962
H4C9	H3C12	9606.ENSP00000481486	9606.ENSP00000352252	0	0.069	0	0	0.302	0.915	0	0.672	0.979
H4C9	H3-3A	9606.ENSP00000481486	9606.ENSP00000355780	0	0.084	0	0	0.146	0.915	0	0.201	0.940
H4C9	H3C10	9606.ENSP00000481486	9606.ENSP00000358160	0	0.069	0	0	0.232	0.915	0	0.775	0.984
H4C9	H4C2	9606.ENSP00000481486	9606.ENSP00000366974	0	0	0.049	0.983	0.393	0.900	0.540	0.381	0.980
H4C9	H3C4	9606.ENSP00000481486	9606.ENSP00000366999	0	0.069	0	0	0.226	0.915	0	0.782	0.985
H4C9	H4C3	9606.ENSP00000481486	9606.ENSP00000367034	0	0	0.049	0.983	0.064	0.900	0.540	0	0.953
H4C9	H2AX	9606.ENSP00000481486	9606.ENSP00000434024	0	0.026	0	0	0.221	0.930	0	0.340	0.961
H4C9	H4C15	9606.ENSP00000481486	9606.ENSP00000462355	0	0	0.049	0.983	0	0.900	0.540	0	0.952
H4C9	H4C14	9606.ENSP00000481486	9606.ENSP00000462667	0	0	0.049	0.983	0.115	0.900	0.540	0	0.956
H4C9	RUVBL2	9606.ENSP00000481486	9606.ENSP00000473172	0	0	0	0	0	0.853	0	0.122	0.866
H4C9	H4C1	9606.ENSP00000481486	9606.ENSP00000479106	0	0	0.049	0.983	0.067	0.900	0.540	0	0.953
H4C9	H4C4	9606.ENSP00000481486	9606.ENSP00000479461	0	0	0.049	0.983	0.261	0.900	0.540	0	0.963
H4C9	H4C12	9606.ENSP00000481486	9606.ENSP00000479794	0	0	0.049	0.983	0	0.900	0.540	0	0.952
H4C9	H3C1	9606.ENSP00000481486	9606.ENSP00000480826	0	0.069	0	0	0.250	0.915	0	0.783	0.985
H4C9	H4C13	9606.ENSP00000481486	9606.ENSP00000480960	0	0	0.049	0.983	0.434	0.900	0.540	0	0.971
H4C9	ACTB	9606.ENSP00000481486	9606.ENSP00000494750	0	0	0	0	0.054	0.820	0	0.449	0.898
H4C9	H4C8	9606.ENSP00000481486	9606.ENSP00000489236	0	0	0.049	0.983	0.137	0.900	0.540	0	0.957
H4C9	H4C5	9606.ENSP00000481486	9606.ENSP00000484789	0	0	0.049	0.983	0.267	0.900	0.540	0	0.963
H4C9	H3C6	9606.ENSP00000481486	9606.ENSP00000489282	0	0.069	0	0	0.146	0.915	0	0.728	0.979
H4C9	H3C3	9606.ENSP00000481486	9606.ENSP00000484658	0	0.069	0	0	0.236	0.915	0	0.736	0.982
H4C9	H3C7	9606.ENSP00000481486	9606.ENSP00000484095	0	0.069	0	0	0.329	0.915	0	0.781	0.986
H4C9	H3C11	9606.ENSP00000481486	9606.ENSP00000483283	0	0.069	0	0	0.298	0.915	0	0.781	0.986
H4C9	H3C8	9606.ENSP00000481486	9606.ENSP00000484638	0	0.069	0	0	0.324	0.915	0	0.792	0.987
H4C9	H3C2	9606.ENSP00000481486	9606.ENSP00000484841	0	0.069	0	0	0.333	0.915	0	0.790	0.987
HNRNPD	NPM1	9606.ENSP00000313199	9606.ENSP00000296930	0	0	0	0	0.190	0.294	0	0.520	0.702
HNRNPD	U2AF2	9606.ENSP00000313199	9606.ENSP00000307863	0	0	0	0	0.153	0.650	0	0.540	0.852
HNRNPD	PABPC1	9606.ENSP00000313199	9606.ENSP00000313007	0	0	0	0.588	0.192	0.741	0.540	0.640	0.960
HNRNPD	ACTB	9606.ENSP00000313199	9606.ENSP00000494750	0	0	0	0	0.118	0.396	0	0.560	0.745
HNRNPD	PCBP2	9606.ENSP00000313199	9606.ENSP00000352438	0	0	0	0	0.528	0.287	0.400	0.808	0.956
HNRNPD	PTBP1	9606.ENSP00000313199	9606.ENSP00000349428	0	0	0	0	0.329	0.783	0.400	0.598	0.960
HSPA2	STIP1	9606.ENSP00000378199	9606.ENSP00000351646	0	0	0	0	0.202	0.579	0.500	0.277	0.862
HSPG2	LAMC1	9606.ENSP00000363827	9606.ENSP00000258341	0	0	0	0.575	0.210	0	0.500	0.582	0.820
HSPG2	ITGA2	9606.ENSP00000363827	9606.ENSP00000296585	0	0	0	0	0.083	0.098	0.900	0.330	0.937
HSPG2	FN1	9606.ENSP00000363827	9606.ENSP00000346839	0	0	0	0	0.140	0.316	0	0.995	0.996
HSPG2	SDC4	9606.ENSP00000363827	9606.ENSP00000361818	0	0	0	0	0.068	0	0.400	0.647	0.785
HSPG2	CD44	9606.ENSP00000363827	9606.ENSP00000398632	0	0	0	0	0.044	0	0	0.802	0.802
HSPG2	ITGB1	9606.ENSP00000363827	9606.ENSP00000379350	0	0	0	0	0.084	0	0.900	0.473	0.947
HSPG2	SDC1	9606.ENSP00000363827	9606.ENSP00000370542	0	0	0	0	0.086	0	0.400	0.943	0.966
HSPG2	AGRN	9606.ENSP00000363827	9606.ENSP00000368678	0	0	0	0.583	0.144	0	0.400	0.988	0.993
ITGA2	ITGB4	9606.ENSP00000296585	9606.ENSP00000200181	0	0	0	0	0.105	0.114	0.720	0.698	0.924
ITGA2	LAMC1	9606.ENSP00000296585	9606.ENSP00000258341	0	0	0	0	0.082	0.071	0.650	0.385	0.792
ITGA2	ITGAV	9606.ENSP00000296585	9606.ENSP00000261023	0	0	0	0.598	0.164	0	0.900	0.646	0.967
ITGA2	LAMB2	9606.ENSP00000296585	9606.ENSP00000307156	0	0	0	0	0.072	0	0.650	0.207	0.719
ITGA2	CD44	9606.ENSP00000296585	9606.ENSP00000398632	0	0	0	0	0.083	0	0	0.714	0.727
ITGA2	ACTB	9606.ENSP00000296585	9606.ENSP00000494750	0	0	0	0	0.056	0	0.650	0.611	0.860
ITGA2	ITGA6	9606.ENSP00000296585	9606.ENSP00000386896	0	0	0	0.594	0.125	0	0.540	0.726	0.880
ITGA2	HSPG2	9606.ENSP00000296585	9606.ENSP00000363827	0	0	0	0	0.083	0.098	0.900	0.330	0.937
ITGA2	ITGA3	9606.ENSP00000296585	9606.ENSP00000315190	0	0	0	0.589	0.159	0	0.900	0.694	0.972
ITGA2	FN1	9606.ENSP00000296585	9606.ENSP00000346839	0	0	0	0	0.083	0	0.650	0.962	0.986
ITGA2	ITGB1	9606.ENSP00000296585	9606.ENSP00000379350	0	0	0	0	0.117	0.743	0.900	0.997	0.999
ITGA3	ITGB4	9606.ENSP00000315190	9606.ENSP00000200181	0	0	0	0	0.216	0.361	0.720	0.890	0.982
ITGA3	LAMC1	9606.ENSP00000315190	9606.ENSP00000258341	0	0	0	0	0.086	0.071	0.650	0.431	0.808
ITGA3	ITGAV	9606.ENSP00000315190	9606.ENSP00000261023	0	0	0	0.647	0.067	0	0.900	0.689	0.968
ITGA3	ITGA2	9606.ENSP00000315190	9606.ENSP00000296585	0	0	0	0.589	0.159	0	0.900	0.694	0.972
ITGA3	LAMB2	9606.ENSP00000315190	9606.ENSP00000307156	0	0	0	0	0.099	0	0.650	0.236	0.738
